dataName,friendlyName,orgType,tier,homeRegionMapTemplateName,randomized,takeoverDefense,allowedOnMarket,requiresNationality,requiredOwnerTraits/0,affinities/0,restricted/0,costMoney,costInfluence,costOps,chanceIncomeMoney,incomeMoney,chanceIncomeInfluence,incomeInfluence,chanceEspionage,espionage,chanceSecurity,security,chanceSpoilsBonus,spoilsBonus,iconResource,chanceIncomeOps,incomeOps,chanceInvestigation,investigation,chanceOppressionBonus,oppressionBonus,missionsGrantedNames/0,missionsGrantedNames/1,missionsGrantedNames/2,missionsGrantedNames/3,chanceCommand,command,minScenarioYear,chanceIncomeResearch,incomeResearch,chanceSpaceDevBonus,spaceDevBonus,chanceSpaceflightBonus,spaceflightBonus,chanceMCBonus,MCBonus,chanceMiningBonus,miningBonus,techBonuses/0/category,techBonuses/0/bonus,affinities/1,restricted/1,restricted/2,restricted/3,chancePersuasion,persuasion,grantsMarked,chanceAdministration,administration,chanceScience,science,chanceUnityBonus,unityBonus,chanceKnowledgeBonus,knowledgeBonus,prohibitedOwnerTraits/0,projectsGranted,chanceMilitaryBonus,militaryBonus,chanceIncomeMissionControl,incomeMissionControl,chanceEconomyBonus,economyBonus,chanceIncomeBoost,incomeBoost,chanceEnvironmentBonus,environmentBonus,chanceWelfareBonus,welfareBonus,restricted/4,restricted/5,restricted/6,randCostMoney,randIncomeMoney,requiredTechName,randOppressionBonus,randIncomeOps,randCostInfluence,randCommand,randEspionage,randMilitaryBonus,randSpaceflightBonus,randMCBonus,randIncomeBoost,randIncomeMissionControl,randIncomeResearch,randSpaceDevBonus,randScience,randAdministration,randInvestigation,randSecurity,randIncomeInfluence,randEconomyBonus,randSpoilsBonus,randKnowledgeBonus,randWelfareBonus,randUnityBonus,randPersuasion,chanceGovernmentBonus,governmentBonus,randGovernmentBonus,randCostOps,randEnvironmentBonus,costBoost,randCostBoost,randMiningBonus,affinities/2
FederalIntelligenceService,Federal Intelligence Service,Security,1,map_Switzerland,false,3,true,true,Government,,,,100,,100,-15,,,100,1,100,1,,,orglogos/FederalIntelligenceService,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,2010,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestigationBureau,Investigation Bureau,Investigations,2,map_Taiwan,false,6,true,true,Government,,,,100,,100,-15,,,,,100,1,,,orglogos/InvestigationBureau,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,Detain,,,,1928,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalSecurityBureau,National Security Bureau,Security,1,map_Taiwan,false,3,true,true,Government,,,,75,,100,-5,,,100,1,100,1,,,orglogos/ROCNSB,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirborneSpecialServiceCompany,Airborne Special Service Company,Security,1,map_Taiwan,false,,true,true,Government,,,,100,,100,-1,,,,,100,1,,,orglogos/AirborneSpecialServiceCompany,100,1,,,,,AssaultAlienAsset,Extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QudsForce,Quds Force,Security,3,map_Tehran,false,,true,true,Government,Destroy,Escape,,250,,100,2,100,1,100,1,100,2,,,orglogos/QudsForce,100,3,,,100,0.02,Assassinate,Unrest,,,100,1,,,,,,,,,,,,,,,Appease,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinistryofIntelligence,Ministry of Intelligence,Security,2,map_Tehran,false,6,true,true,Government,,,,200,,100,-10,100,1,100,2,100,2,,,orglogos/MinistryofIntelligence,100,2,100,2,100,0.02,InvestigateCouncilor,DetectCouncilActivity,Detain,Crackdown,,,1983,,,,,,,,,,,,,,,,,,,true,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StateSecurityDepartment,State Security Department,Security,2,map_UnitedArabEmirates,false,6,true,true,Government,,,,180,,100,-10,,,100,2,100,2,,,orglogos/StateSecurityDepartment,100,1,100,2,100,0.04,InvestigateCouncilor,DetectCouncilActivity,Detain,,,,1974,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SignalsIntelligenceAgency,Signals Intelligence Agency,Security,1,map_UnitedArabEmirates,false,3,true,true,Government,,,,100,,100,-6,,,100,2,100,1,,,orglogos/SignalsIntelligenceAgency,,,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,2012,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BolivarianNationalIntelligenceService,Bolivarian National Intelligence Service,Investigations,1,map_Venezuela,false,4,true,true,Government,,,,60,,100,-2,,,,,100,1,,,orglogos/SEBIN,,,100,1,100,0.02,Crackdown,Purge,,,,,2010,,,,,,,,,,,,,,,,,100,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AustralianSpecialAirService,Australian Special Air Service,Security,1,map_Westralia,false,3,true,true,Government,Resist,,,75,,100,-2,,,,,100,2,,,orglogos/AustralianSAS,100,1,,,,,Extract,Detain,AssaultAlienAsset,,100,1,,,,,,,,,,,,,,Destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalamanderShockTroopUnit,Salamander Shock Troop Unit,Security,2,,false,,false,false,,Alien,Escape,,,,,,,,,,100,3,,,orglogos/org_hydra_mid,100,8,,,100,0.1,TerrorizeRegion,Extract,,,,,,,,,,,,,,,,,,,Resist,Destroy,Cooperate,,,,,,,,,,,,,,,,,,,,,,,,,,Exploit,Submit,Appease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResistSpecial,Resist Special,Faction,3,,false,,false,false,,Resist,Alien,,,,,,100,2,100,5,100,3,,,orglogos/org_resist_mid,100,4,100,5,,,AssaultAlienAsset,Advise,Stabilize,,100,10,,100,20,,,,,,,,,Xenology,0.1,,Appease,Escape,Exploit,,,,100,3,100,3,,,,,,,100,0.05,,,,,,,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DestroySpecial,Destroy Special,Faction,3,,false,,false,false,,Destroy,Alien,,,,,,,,100,5,100,10,,,orglogos/org_destroy_mid,100,5,,,100,0.05,AssaultAlienAsset,Purge,Assassinate,,100,10,,,,,,,,,,,,MilitaryScience,0.1,,Appease,Escape,Resist,,,,100,3,,,,,,,,,100,0.1,,,,,,,,,,,Exploit,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExploitSpecial,Exploit Special,Faction,3,,false,,false,false,,Exploit,Alien,,,,,,100,4,100,5,,,100,0.1,orglogos/org_exploit_mid,100,2,100,5,,,GainInfluence,Purge,Propaganda,ControlSpaceAsset,,,,,,,,,,,,,,SocialScience,0.1,,Appease,Escape,Resist,100,15,,100,5,,,100,0.2,,,,,,,,,,,,,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CooperateSpecial,Cooperate Special,Faction,3,,false,,false,false,,Cooperate,Alien,,,,,,100,2,,,,,,,orglogos/org_cooperate_mid,,,,,,,GainInfluence,DefendInterests,Advise,ControlSpaceAsset,,,,100,10,,,,,,,,,Xenology,0.1,,Appease,Escape,Resist,100,3,,100,6,100,2,,,,,,,,,,,,,,,,,,,Destroy,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubmitSpecial,Submit Special,Faction,3,,false,,false,false,,Submit,Alien,,,,,,100,3,,,100,10,,,orglogos/org_submit_mid,100,4,,,100,0.05,GainInfluence,Purge,DefendInterests,,100,5,,,,,,,,,,,,Xenology,0.1,,Appease,Escape,Resist,100,3,,100,6,,,100,0.1,,,,,,,,,,,,,,,,,Destroy,Cooperate,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppeaseSpecial,Appease Special,Faction,3,,false,,false,false,,Appease,Alien,,,,,,100,3,,,,,,,orglogos/org_appease_mid,100,2,100,3,,,Crackdown,Propaganda,DefendInterests,,,,,,,,,,,,,,,SocialScience,0.1,,Escape,Resist,Destroy,100,5,,100,6,,,100,0.05,,,,,,,,,,,,,,,,,Cooperate,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EscapeSpecial,Escape Special,Faction,3,,false,,false,false,,Escape,Alien,,,,,,,,,,,,,,orglogos/org_escape_mid,,,,,,,Advise,ControlSpaceAsset,,,,,,100,40,100,0.1,100,0.1,100,0.1,100,0.1,SpaceScience,0.2,,Resist,Destroy,Cooperate,,,,100,3,100,5,,,100,0.05,,1,,,100,4,,,100,9,,,,,Exploit,Submit,Appease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubmitAdministration,Submit Administration,Faction,3,,false,,false,false,,Submit,Alien,,,,,,,,,,,,,,orglogos/org_submit_mid,,,,,,,BuildFacility,AssumeControl,Xenoform,Abductions,,,,,,,,,,,,,,,,,Appease,Escape,Resist,,,,100,3,,,,,,,,,,,,,,,,,,,,,Destroy,Cooperate,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResistWinner,Resist Winner,Faction,3,,false,,false,false,,Resist,Alien,,,,,,,,,,,,,,orglogos/org_resist_win,,,,,,,ResistWin,SeizeSpaceAsset,,,,,,,,,,,,,,,,,,,Appease,Escape,Exploit,,,,100,3,,,,,,,,,,,,,,,,,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DestroyWinner,Destroy Winner,Faction,3,,false,,false,false,,Destroy,Alien,,,,,,,,,,,,,,orglogos/org_destroy_win,,,,,,,DestroyWin,SeizeSpaceAsset,,,,,,,,,,,,,,,,,,,Appease,Escape,Resist,,,,100,3,,,,,,,,,,,,,,,,,,,,,Exploit,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExploitWinner,Exploit Winner,Faction,3,,false,,false,false,,Exploit,Alien,,,,,,100,10,100,10,,,,,orglogos/org_exploit_win,,,100,5,,,ExploitWin,GainInfluence,Purge,Propaganda,100,5,,,,,,,,,,,,,,,Appease,Escape,Resist,100,10,,100,3,,,100,0.2,,,,,,,,,,,,,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CooperateWinner,Cooperate Winner,Faction,3,,false,,false,false,,Cooperate,Alien,,,,,,,,,,,,,,orglogos/org_cooperate_win,,,,,,,CooperateWin,SeizeSpaceAsset,,,,,,,,,,,,,,,,,,,Appease,Escape,Resist,,,,100,3,,,,,,,,,,,,,,,,,,,,,Destroy,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubmitWinner,Submit Winner,Faction,3,,false,,false,false,,Submit,Alien,,,,,,,,,,,,,,orglogos/org_submit_win,,,,,,,SubmitWin,Abductions,,,,,,,,,,,,,,,,,,,Appease,Escape,Resist,,,,100,3,,,,,,,,,,,,,,,,,,,,,Destroy,Cooperate,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppeaseWinner,Appease Winner,Faction,3,,false,,false,false,,Appease,Alien,,,,,,,,,,,,,,orglogos/org_appease_win,,,,,,,AppeaseWin,SeizeSpaceAsset,DominateNation,,,,,,,,,,,,,,,,,,Escape,Resist,Destroy,,,,100,3,,,,,,,,,,,,,,,,,,,,,Cooperate,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EscapeWinner,Escape Winner,Faction,3,,false,,false,false,,Escape,Alien,,,,,,,,,,,,,,orglogos/org_escape_win,,,,,,,EscapeWin,,,,,,,,,,,,,100,0.05,,,,,,Resist,Destroy,Cooperate,,,,100,3,,,,,,,,,,,,,,,,,,,,,Exploit,Submit,Appease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResistSpaceGroup,Resist Space Group,Faction,2,,false,,false,false,,Resist,Alien,,,,,,,,,,,,,,orglogos/resist_space_org,,,,,,,SeizeSpaceAsset,ControlSpaceAsset,,,,,,,,,,100,0.05,100,0.05,,,,,,Appease,Escape,Exploit,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DestroySpaceGroup,Destroy Space Group,Faction,2,,false,,false,false,,Destroy,Alien,,,,,,,,,,,,,,orglogos/destroy_space_org,,,,,,,SeizeSpaceAsset,,,,,,,,,,,100,0.05,100,0.05,,,,,,Appease,Escape,Resist,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Exploit,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExploitSpaceGroup,Exploit Space Group,Faction,2,,false,,false,false,,Exploit,Alien,,,,,,,,,,,,,,orglogos/exploit_space_org,,,,,,,ControlSpaceAsset,,,,,,,,,,,100,0.05,100,0.05,,,,,,Appease,Escape,Resist,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Destroy,Cooperate,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CooperateSpaceGroup,Cooperate Space Group,Faction,2,,false,,false,false,,Cooperate,Alien,,,,,,,,,,,,,,orglogos/cooperate_space_org,,,,,,,ControlSpaceAsset,,,,,,,,,,,100,0.05,100,0.05,,,,,,Appease,Escape,Resist,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Destroy,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubmitSpaceGroup,Submit Space Group,Faction,2,,false,,false,false,,Submit,Alien,,,,,,,,,,,,,,orglogos/submit_space_org,,,,,,,SeizeSpaceAsset,ControlSpaceAsset,,,,,,,,,,100,0.05,100,0.05,,,,,,Appease,Escape,Resist,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Destroy,Cooperate,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppeaseSpaceGroup,Appease Space Group,Faction,2,,false,,false,false,,Appease,Alien,,,,,,,,,,,,,,orglogos/appease_space_org,,,,,,,ControlSpaceAsset,,,,,,,,,,,100,0.05,100,0.05,,,,,,Escape,Resist,Destroy,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Cooperate,Exploit,Submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EscapeSpaceGroup,Escape Space Group,Faction,2,,false,,false,false,,Escape,Alien,,,,,,,,,,,,,,orglogos/escape_space_org,,,,,,,ControlSpaceAsset,,,,,,,,,,,100,0.05,100,0.05,,,,,,Resist,Destroy,Cooperate,,,,,,,,,,,,,,,,100,8,,,100,1.5,,,,,Exploit,Submit,Appease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity11,Bodyguard,Security,1,,true,,true,false,,,,30,,,100,-2,,,,,100,1,,,,,,,,,,Protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity12,Bodyguard,Security,2,,true,,true,false,,,,100,,,100,-5,,,,,100,2,,,,,,20,1,,,Protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,ArrivalSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity13,Bodyguard,Security,3,,true,,true,false,,,,250,,,100,-10,,,,,100,3,,,,,,20,1,20,0.02,Protect,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,QuantumEncryption,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity21,Defensive Ops,Security,1,,true,,true,false,,,,100,,,100,-2,,,,,100,1,,,,100,1,20,1,,,Extract,Protect,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity22,Defensive Ops,Security,2,,true,,true,false,,,,250,,,100,-5,,,,,100,1,,,,100,2,50,1,,,Extract,Protect,Stabilize,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,TerrestrialMilitaryScience,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity23,Defensive Ops,Security,3,,true,,true,false,,,,500,20,,100,-10,,,20,1,100,2,,,,100,3,100,1,20,0.02,Extract,Protect,Stabilize,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,ArrivalSecurity,0.02,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity31,Dirty Tricks,Security,1,,true,,true,false,,Destroy,Cooperate,100,,,100,-2,,,20,1,,,,,,100,1,,,50,0.02,SabotageFacilities,,,,20,1,,,,,,,,,,,,,,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity32,Dirty Tricks,Security,2,,true,,true,false,,Destroy,Cooperate,300,10,,100,-5,,,50,1,100,1,,,,100,2,,,50,0.05,Assassinate,SabotageFacilities,,,50,1,,,,,,,,,,,,,,Exploit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,TerrestrialMilitaryScience,0.05,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity33,Dirty Tricks,Security,3,,true,,true,false,,Destroy,Cooperate,600,30,,100,-10,,,100,1,100,1,,,,100,3,20,1,50,0.1,Assassinate,Unrest,SabotageFacilities,,100,1,,,,,,,,,,,,,,Exploit,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,ArrivalSecurity,0.05,2,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity14,Mil advisers,Security,1,,true,,true,false,,Resist,,100,,,100,-2,,,,,,,,,,,,,,,,Advise,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.02,,,,,,,,,,,,,,25,1,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity24,Mil advisers,Security,2,,true,,true,false,,Resist,,250,,,100,-5,,,,,50,1,,,,,,,,,,Advise,Stabilize,,,100,1,,,,,,,,,,,,MilitaryScience,0.02,,,,,,,,,,,,,,,,,,50,0.05,,,,,,,,,,,,,,50,2,TerrestrialMilitaryScience,,,,1,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity34,Mil advisers,Security,3,,true,,true,false,,Resist,,500,10,,100,-10,,,,,100,1,,,,,,,,,,Advise,Stabilize,,,100,2,,,,,,,,,,,,MilitaryScience,0.04,,,,,,,,,,,,,,,,,,50,0.1,,,,,,,,,,,,,,100,5,ArrivalSecurity,,,10,1,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity41,Combat Team,Security,1,,true,,true,false,,Destroy,,100,,,100,-2,,,,,20,1,,,,100,1,,,,,AssaultAlienAsset,,,,,,,,,,,,,,,,,,,Resist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity42,Combat Team,Security,2,,true,,true,false,,Destroy,,300,10,,100,-5,,,,,50,1,,,,100,2,,,,,AssaultAlienAsset,Assassinate,Extract,,100,1,,,,,,,,,,,,,,Resist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,TerrestrialMilitaryScience,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomSecurity43,Combat Team,Security,3,,true,,true,false,,Destroy,,600,20,,100,-10,,,20,1,100,1,,,,100,3,,,,,AssaultAlienAsset,Assassinate,Extract,,100,2,,,,,,,,,,,,,,Resist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,NetworkedGlobalDefense,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomAerospace11,Space Ops,Aerospace,1,,true,,true,false,,Escape,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.02,20,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.5,,,,,,,,50,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
RandomAerospace21,Space Ops,Aerospace,2,,true,,true,false,,Escape,,400,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.04,35,0.04,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,100,1,,,,,,,,100,,AdvancedChemicalRocketry,,,10,,,,0.02,0.02,1,,,,,,,,,,,,,,,,,,,,,,,
RandomAerospace31,Space Ops,Aerospace,3,,true,,true,false,,Escape,,600,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.06,50,0.06,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,100,2,,,,,,,,200,,NextGenerationAerospace,,,20,,,,0.02,0.02,1,1,,,,,,,,,,,,,,,,,,,,,,
RandomAerospace12,R&D,Aerospace,1,,true,,true,false,,Cooperate,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,50,0.02,100,0.02,,,,,Energy,0.02,,,,,,,,,,100,1,,,,,,,50,0.02,,,,,,,,,,,,,,50,,,,,,,,0.03,0.02,,,,10,0.02,,,,,,,,,,,,,,,,,,,,
RandomAerospace22,R&D,Aerospace,2,,true,,true,false,,Cooperate,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20,50,0.04,100,0.04,,,,,Energy,0.04,,,,,,,,,,100,1,,,,,,,75,0.05,,,,,,,,,,,,,,100,,NextGenerationAerospace,,,,,,0.05,0.02,,,,10,0.02,,,,,,,,,,,,,,,,,,,,
RandomAerospace32,R&D,Aerospace,3,,true,,true,false,,Cooperate,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,50,0.06,100,0.06,,,,,Energy,0.06,,,,,,,,,,100,1,,,,,,,100,0.1,,,,,,,,,,,,,,200,,NetworkedGlobalDefense,,,,,,0.05,0.02,,,,10,0.02,1,,,,,,,,,,,,,,,,,,,
RandomAerospace13,Military Aerospace,Aerospace,1,,true,,true,false,,,,250,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,25,0.02,50,0.02,50,0.02,,,MilitaryScience,0.02,,,,,,,,,,,,,,,,,,100,0.02,,,,,50,0.5,,,,,,,,300,2,NextGenerationAerospace,,,,,,0.03,0.02,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
RandomAerospace23,Military Aerospace,Aerospace,2,,true,,true,false,,,,600,10,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,25,0.02,50,0.04,50,0.04,,,MilitaryScience,0.04,,,,,,,,,,,,,,,,,,100,0.05,25,1,,,50,1,,,,,,,,600,12,TerrestrialMilitaryScience,,,10,,,0.05,0.02,0.02,1,,,0.02,,,,,,,,,,,,,,,,,,,,
RandomAerospace33,Military Aerospace,Aerospace,3,,true,,true,false,,,,2000,20,,100,15,,,,,,,,,,,,,,,,,,,,,,,20,1,25,0.02,50,0.06,50,0.06,,,MilitaryScience,0.06,,,,,,,,20,4,20,1,,,,,,,100,0.1,50,1,,,50,2,,,,,,,,500,15,NetworkedGlobalDefense,,,20,,,0.05,0.02,0.02,1,,5,0.02,0,0,,,,,,,,,,,,,,,,,,
RandomAerospace14,MC,Aerospace,1,,true,,true,false,,Escape,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,50,,AugmentedReality,,,,,,,,0.02,,1,5,,,,,,,,,,,,,,,,,,,,,
RandomAerospace24,MC,Aerospace,2,,true,,true,false,,Escape,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,100,3,,,,,,,,,,,,600,,AdvancedNeuralNetworks,,,,,,,,0.05,,2,8,,,,,,,,,,,,,,,,,,,,,
RandomAerospace34,MC,Aerospace,3,,true,,true,false,,Escape,,2000,10,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,100,0.03,,,,,,,,,,,,20,4,,,,,,,,,,,100,5,,,,,,,,,,,,800,,AdministrationAlgorithms,,,10,,,,,0.08,,3,10,,,1,,,,,,,,,,,,,,,,,,
RandomInvestigations11,Investigation,Investigations,1,,true,,true,false,,,,50,,,,,,,,,,,,,,,,100,1,,,InvestigateCouncilor,InvestigateAlienActivity,Detain,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations12,Investigation,Investigations,2,,true,,true,false,,,,200,,,,,,,,,,,,,,,,100,2,,,InvestigateCouncilor,InvestigateAlienActivity,Detain,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations13,Investigation,Investigations,3,,true,,true,false,,,,500,10,,,,,,,,,,,,,,,100,3,,,InvestigateCouncilor,InvestigateAlienActivity,Detain,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,QuantumComputing,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations21,Espionage,Investigations,1,,true,1,true,false,,,,50,,,,,,,100,1,,,,,,25,1,,,,,SabotageProject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations22,Espionage,Investigations,2,,true,2,true,false,,,,200,,,,,,,100,2,,,,,,75,1,,,,,SabotageProject,StealProject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations23,Espionage,Investigations,3,,true,3,true,false,,,,500,,,,,,,100,3,20,1,,,,100,2,,,,,SabotageProject,StealProject,Detain,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.02,,,,,,,,,,,,,,,,,,,,200,,ArrivalSecurity,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RandomInvestigations31,Intelligence,Investigations,1,,true,,true,false,,,,50,,,100,2,,,50,1,20,1,,,,,,100,1,,,DetectCouncilActivity,InvestigateCouncilor,InvestigateAlienActivity,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
